Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Thundurus (Incarnate) (Shadow),50,642,electric,flying,135.8,89.2,98,1187109,27.5,1274,Thunder Shock,Thunder Punch,Brick Break,5,5,20,100000
Annihilape,49.9,979,fighting,ghost,113.8,97.1,129,1425447,28,1278,Counter,Rage Fist,Ice Punch,6,7,3,50000
Giratina (Altered),49.9,487,ghost,dragon,96.2,120.3,146,1689638,27.5,1276,Dragon Breath,Dragon Claw,Ancient Power,13,12,20,100000
Mewtwo (Shadow),49.9,150,psychic,none,137.4,85.1,100,1169274,21.5,1270,Psycho Cut,Psystrike,Shadow Ball,5,6,20,100000
Alakazam (Mega),49.7,65,psychic,none,159,94,68,1016328,20,1278,Psycho Cut,Shadow Ball,Fire Punch,6,5,3,50000
Keldeo (Resolute),49.7,647,water,fighting,126.9,96.4,103,1260015,24,1270,Low Kick,Secret Sword,Aqua Jet,5,5,20,100000
Zapdos (Shadow),49.7,145,electric,flying,126.9,95.1,105,1267160,25.5,1269,Thunder Shock,Drill Peck,Heat Wave,5,5,20,100000
Articuno (Shadow),49.6,144,ice,flying,105,129.3,115,1561298,30.5,1283,Powder Snow,Triple Axel,Hurricane,6,8,20,100000
Ursaluna,49.6,901,ground,normal,115.6,89.4,136,1405511,24,1278,Tackle,Swift,High Horsepower,12,20,3,50000
Milotic (Shadow),49.4,350,water,none,105.1,125,123,1615913,31.5,1308,Dragon Tail,Aqua Tail,Wrap,3,4,5,75000
Samurott (Shadow),49.2,503,water,none,123,97.4,130,1557426,35.5,1385,Fury Cutter,Hydro Cannon,Megahorn,10,14,3,10000
Zapdos,49.1,145,electric,flying,126,96,107,1294272,25.5,1277,Thunder Shock,Drill Peck,Thunderbolt,5,7,20,100000
Empoleon (Shadow),48.9,395,water,steel,118.6,110.3,115,1504382,33,1340,Metal Sound,Hydro Cannon,Drill Peck,5,5,3,10000
Tapu Bulu,48.8,787,grass,fairy,126.1,110.7,92,1284253,27,1275,Bullet Seed,Grass Knot,Nature's Madness,4,4,20,100000
Kartana,48.4,798,grass,steel,156.2,91.7,73,1045618,25,1279,Fury Cutter,Leaf Blade,Night Slash,9,9,20,100000
Pinsir (Mega),48.4,127,bug,flying,138.5,109.4,77,1166696,22,1279,Fury Cutter,Close Combat,X-Scissor,12,10,5,75000
Tapu Fini,48.3,788,water,fairy,109.7,149.8,105,1725471,35,1376,Water Gun,Surf,Nature's Madness,15,17,20,100000
Kangaskhan (Mega),48,115,normal,none,117,104.9,113,1386883,24,1278,Low Kick,Brick Break,Stomp,5,5,3,50000
Keldeo (Ordinary),48,647,water,fighting,126.9,96.4,103,1260015,24,1270,Poison Jab,Aqua Jet,Sacred Sword,6,5,20,100000
Tapu Koko,48,785,electric,fairy,131.7,99.3,94,1229314,29,1277,Volt Switch,Thunderbolt,Nature's Madness,4,4,20,100000
Gigalith (Shadow),47.8,526,rock,none,117.3,110.2,107,1383131,28.5,1277,Lock On,Meteor Beam,Superpower,12,8,3,50000
Genesect (Shock),47.7,649,bug,steel,130.1,105.3,91,1246657,27,1275,Fury Cutter,Magnet Bomb,Techno Blast (Shock),12,14,20,100000
Raikou (Shadow),47.7,243,electric,none,122.5,99.4,108,1315062,26.5,1273,Thunder Shock,Wild Charge,Aura Sphere,5,5,20,100000
Mewtwo,46.6,150,psychic,none,136.5,86.4,101,1191154,21.5,1275,Psycho Cut,Psystrike,Shadow Ball,5,6,20,100000
Raichu (Mega X),46.6,26,electric,none,137.4,105.3,82,1186394,26,1279,Volt Switch,Brick Break,Trailblaze,3,3,1,10000
Landorus (Incarnate),46.4,645,ground,flying,129.6,92.6,105,1260101,26,1279,Mud Shot,Earth Power,Rock Slide,6,5,20,100000
Regidrago,46.2,895,dragon,none,112.8,61.6,225,1563408,32.5,1328,Dragon Breath,Dragon Energy,Vise Grip,12,10,20,100000
Ursaluna (Shadow),45.3,901,ground,normal,115.6,89.4,136,1405511,24,1278,Tackle,Swift,High Horsepower,12,20,3,50000
Salamence (Shadow),45.1,373,dragon,flying,133,85.7,108,1230995,24,1279,Dragon Tail,Fly,Brutal Swing,4,3,5,75000
Feraligatr,45,160,water,none,118.2,114.8,118,1601184,35,1376,Shadow Claw,Hydro Cannon,Ice Beam,5,7,3,10000
Conkeldurr,44.8,534,fighting,none,123.8,86.7,123,1320216,27.5,1279,Force Palm,Dynamic Punch,Brutal Swing,5,4,5,75000
Metagross (Shadow),44.8,376,steel,psychic,122.7,113.3,95,1320681,24,1279,Shadow Claw,Meteor Mash,Earthquake,6,9,5,75000
Venusaur (Mega),44.7,3,grass,poison,117.1,122.3,97,1389169,25,1278,Vine Whip,Frenzy Plant,Sludge,6,5,3,10000
Kingdra (Shadow),44.5,230,water,dragon,120.4,127.1,117,1790432,40.5,1470,Dragon Breath,Surf,Swift,12,9,3,50000
Aurorus (Shadow),44.3,699,rock,ice,108.9,102.1,160,1778990,36,1394,Powder Snow,Weather Ball (Ice),Meteor Beam,5,8,5,75000
Gigalith,44.3,526,rock,none,117.3,110.2,107,1383131,28.5,1277,Lock On,Superpower,Meteor Beam,8,12,3,50000
Xerneas,44.3,716,fairy,none,120.1,94.1,120,1356169,24.5,1277,Geomancy,Close Combat,Moonblast,4,5,20,100000
Slowbro (Mega),44.2,80,water,psychic,107.8,129.6,108,1508855,24.5,1277,Confusion,Surf,Drain Punch,4,3,3,50000
Articuno,44,144,ice,flying,104.3,133.6,115,1602465,31,1297,Powder Snow,Triple Axel,Hurricane,6,8,20,100000
Vikavolt (Shadow),44,738,bug,electric,133.9,88.2,103,1216428,29.5,1278,Volt Switch,X-Scissor,Discharge,3,3,1,10000
Gardevoir (Mega),43.9,282,psychic,fairy,141.9,103.9,78,1149986,20,1278,Charm,Triple Axel,Shadow Ball,6,7,5,75000
Togekiss,43.9,468,fairy,flying,115.3,115.3,106,1409174,27.5,1278,Peck,Dazzling Gleam,Aura Sphere,7,5,3,50000
Hippowdon (Shadow),43.7,450,ground,none,107.3,107.8,131,1515269,30,1279,Sand Attack,Weather Ball (Rock),Earth Power,9,13,3,50000
Lunala,43.2,792,psychic,ghost,119.2,93.5,123,1370860,23,1279,Shadow Claw,Shadow Ball,Moonblast,7,8,20,100000
Samurott (Hisuian),43.2,503,water,dark,126.4,95.1,126,1514601,35.5,1385,Fury Cutter,Sacred Sword,Icy Wind,9,12,3,10000
Beedrill (Mega),42.9,15,bug,poison,152.4,80.9,86,1060308,27,1278,Poison Sting,Drill Run,X-Scissor,5,5,1,10000
Genesect (Chill),42.3,649,bug,steel,130.1,105.3,91,1246657,27,1275,Fury Cutter,Magnet Bomb,Techno Blast (Chill),12,14,20,100000
Genesect (Douse),42.3,649,bug,steel,130.1,105.3,91,1246657,27,1275,Fury Cutter,Magnet Bomb,Techno Blast (Douse),12,14,20,100000
Hippowdon,42.3,450,ground,none,107.3,107.8,131,1515269,30,1279,Sand Attack,Weather Ball (Rock),Earth Power,9,13,3,50000
Regirock (Shadow),42.3,377,rock,none,96.8,165.4,104,1665115,30,1271,Lock On,Stone Edge,Focus Blast,11,15,20,100000
Gholdengo,41.8,1000,steel,ghost,124.7,99.4,105,1301494,26,1278,Hex,Shadow Ball,Focus Blast,4,6,5,10000
Malamar (Mega),41.8,687,dark,psychic,110,123,109,1474770,29.5,1277,Psywave,Foul Play,Superpower,10,10,3,50000
Grimmsnarl,41.7,861,dark,fairy,129.3,85.8,128,1420024,34,1358,Sucker Punch,Foul Play,Play Rough,6,9,5,50000
Machamp (Shadow),41.7,68,fighting,none,124.6,91.1,115,1305372,30,1278,Karate Chop,Cross Chop,Stone Edge,4,7,3,50000
Altaria (Mega),41.5,334,dragon,fairy,116.8,118.9,100,1388752,29,1279,Dragon Breath,Moonblast,Sky Attack,15,13,1,10000
Feraligatr (Shadow),41.5,160,water,none,118.2,114.8,118,1601184,35,1376,Shadow Claw,Hydro Cannon,Ice Beam,5,7,3,10000
Cresselia,41.3,488,psychic,none,90.1,155.3,156,2182835,36.5,1403,Psycho Cut,Grass Knot,Moonblast,6,7,20,100000
Electivire (Shadow),41,466,electric,none,132.4,91.9,101,1228924,29.5,1279,Thunder Shock,Wild Charge,Ice Punch,5,5,5,75000
Victreebel (Mega),41,71,grass,poison,131.1,95,99,1232996,26,1277,Acid,Leaf Blade,Sludge Bomb,5,7,3,50000
Magnezone (Shadow),40.9,462,electric,steel,124,112.2,94,1307803,28.5,1279,Volt Switch,Wild Charge,Mirror Shot,3,3,3,50000
Regice (Shadow),40.9,378,ice,none,96.8,165.4,104,1665115,30,1271,Lock On,Thunder,Earthquake,12,13,20,100000
Zarude,40.7,893,dark,grass,117.2,105.2,112,1380897,23.5,1275,Vine Whip,Energy Ball,Dark Pulse,6,7,20,100000
Lucario (Mega),40.6,448,fighting,steel,147,89,85,1112055,24,1279,Force Palm,Meteor Mash,Aura Sphere,5,4,5,75000
Machamp,40.4,68,fighting,none,124.6,91.1,115,1305372,30,1278,Karate Chop,Cross Chop,Rock Slide,4,5,3,50000
Sylveon,40.4,700,fairy,none,108.9,114.1,120,1491059,30,1278,Fairy Wind,Moonblast,Shadow Ball,7,6,5,75000
Genesect,40.2,649,bug,steel,130.1,105.3,91,1246657,27,1275,Fury Cutter,Magnet Bomb,Techno Blast (Normal),12,14,20,100000
Genesect (Burn),40.1,649,bug,steel,130.1,105.3,91,1246657,27,1275,Fury Cutter,Magnet Bomb,Techno Blast (Burn),12,14,20,100000
Pangoro,40.1,675,fighting,dark,126.3,88.4,126,1406780,33,1336,Karate Chop,Close Combat,Night Slash,5,4,3,50000
Salamence,40.1,373,dragon,flying,133,85.7,108,1230995,24,1279,Dragon Tail,Fly,Brutal Swing,4,3,5,75000
Walrein (Shadow),40.1,365,ice,water,110.3,112.1,151,1867059,38.5,1438,Powder Snow,Icicle Spear,Earthquake,5,9,3,50000
Groudon,39.9,383,ground,none,124.2,107.4,98,1307230,22.5,1276,Dragon Tail,Fire Punch,Precipice Blades,4,5,20,100000
Terrakion,39.9,639,rock,fighting,127.1,95.6,106,1287981,25,1279,Double Kick,Sacred Sword,Rock Slide,3,4,20,100000
Drampa,39.8,780,normal,dragon,130,98.5,109,1395745,33.5,1349,Dragon Breath,Swift,Fly,9,12,5,75000
Mewtwo (Armored),39.8,150,psychic,none,96.5,149.5,116,1673503,29.5,1275,Confusion,Psystrike,Dynamic Punch,4,4,20,100000
Moltres (Galarian),39.8,146,dark,flying,106.9,125.6,113,1517210,29.5,1274,Sucker Punch,Ancient Power,Payback,7,9,20,100000
Samurott,39.8,503,water,none,123,97.4,130,1557426,35.5,1385,Fury Cutter,Hydro Cannon,Megahorn,10,14,3,10000
Ursaring (Shadow),39.8,217,normal,none,130.3,86,119,1333490,32,1320,Shadow Claw,Close Combat,Swift,6,5,3,50000
Swampert (Shadow),39.6,260,water,ground,114.6,102.7,129,1518255,32,1320,Mud Shot,Hydro Cannon,Earthquake,5,8,3,10000
Giratina (Origin),39.4,487,ghost,dragon,110.4,96,140,1483776,25,1279,Dragon Tail,Shadow Ball,Ominous Wind,5,4,20,100000
Pidgeot (Mega),39.4,18,normal,flying,135.7,89.8,98,1194214,25,1279,Gust,Brave Bird,Twister,4,3,1,10000
Avalugg (Hisuian),39.1,713,ice,rock,108.2,123.5,113,1509985,26.5,1279,Powder Snow,Rock Slide,Icy Wind,6,6,3,50000
Kyogre,39.1,382,water,none,124.2,107.4,98,1307230,22.5,1276,Waterfall,Avalanche,Thunder,5,6,20,100000
Victini,38.8,494,psychic,fire,111.3,110.8,118,1455181,27.5,1275,Confusion,V-Create,Psyshock,3,3,20,100000
Walrein,38.5,365,ice,water,110.3,112.1,151,1867059,38.5,1438,Powder Snow,Icicle Spear,Earthquake,5,9,3,50000
Necrozma (Dawn Wings),38.3,800,psychic,ghost,127.4,106.5,94,1275401,22.5,1279,Shadow Claw,Dark Pulse,Moongeist Beam,7,9,20,100000
Kingdra,38.2,230,water,dragon,120.4,127.1,117,1790432,40.5,1470,Dragon Breath,Surf,Swift,12,9,3,50000
Lapras (Shadow),38.2,131,water,ice,102.8,114.9,177,2090674,40.5,1468,Psywave,Sparkling Aria,Ice Beam,12,14,5,75000
Pinsir (Shadow),38,127,bug,none,131.8,105.7,96,1337401,32.5,1330,Fury Cutter,Close Combat,X-Scissor,12,10,5,75000
Primarina,38,730,water,fairy,120.9,106.6,104,1340346,28.5,1276,Waterfall,Disarming Voice,Hydro Cannon,5,4,3,10000
Snorlax (Shadow),38,143,normal,none,99.5,93.9,175,1635034,28.5,1276,Lick,Body Slam,Superpower,12,14,5,75000
Vikavolt,38,738,bug,electric,133.9,88.2,103,1216428,29.5,1278,Volt Switch,X-Scissor,Discharge,3,3,1,10000
Sirfetch'd,37.9,865,fighting,none,135.2,101.9,92,1267473,31.5,1310,Fury Cutter,Close Combat,Leaf Blade,12,9,3,50000
Gallade (Shadow),37.7,475,psychic,fighting,125.6,108.5,95,1294622,29.5,1278,Low Kick,Close Combat,Leaf Blade,6,5,5,75000
Zacian (Crowned Sword),37.7,888,fairy,steel,137,102.6,83,1166665,18,1271,Metal Claw,Close Combat,Behemoth Blade,7,8,20,100000
Lopunny (Mega),37.5,428,normal,fighting,135.3,108.3,82,1201545,24.5,1277,Double Kick,Triple Axel,Shadow Ball,4,5,3,50000
Regice,37.4,378,ice,none,95.8,168,105,1689912,30,1273,Lock On,Thunder,Earthquake,12,13,20,100000
Quaquaval,37.2,914,water,fighting,126.7,91.8,112,1302679,30.5,1286,Low Kick,Close Combat,Hydro Cannon,6,5,3,10000
Celebi,37.1,251,psychic,grass,111.3,110.8,118,1455181,27.5,1275,Confusion,Aura Sphere,Leaf Storm,3,4,20,100000
Regirock,36.3,377,rock,none,95.8,168,105,1689912,30,1273,Lock On,Stone Edge,Focus Blast,11,15,20,100000
Scizor,36.1,212,bug,steel,127.7,104.3,98,1305273,31,1297,Fury Cutter,Night Slash,X-Scissor,9,10,5,75000
Donphan (Shadow),36,232,ground,none,116,106.4,117,1444061,31,1297,Mud Slap,Body Slam,Trailblaze,4,5,3,50000
Kyogre (Shadow),36,382,water,none,124.6,105.3,98,1285797,22,1269,Waterfall,Avalanche,Surf,5,5,20,100000
Aurorus,35.8,699,rock,ice,108.9,102.1,160,1778990,36,1394,Powder Snow,Weather Ball (Ice),Thunderbolt,5,7,5,75000
Thundurus (Therian),35.8,642,electric,flying,143.8,82.7,95,1129765,25,1278,Volt Switch,Wildbolt Storm,Focus Blast,3,5,20,100000
Venusaur (Shadow),35.8,3,grass,poison,119,119.6,120,1707888,38,1430,Vine Whip,Frenzy Plant,Sludge,6,5,3,10000
Cetitan,35.5,975,ice,none,110,71.6,187,1472812,29.5,1276,Powder Snow,Avalanche,Icicle Spear,6,5,3,50000
Kommo-o,35.5,784,dragon,fighting,114.3,127.4,98,1427058,28,1277,Dragon Tail,Clanging Scales,Upper Hand,4,4,5,75000
Zeraora,35.5,807,electric,none,129.4,92.5,105,1256798,26.5,1276,Volt Switch,Plasma Fists,Wild Charge,3,3,20,100000
Landorus (Incarnate) (Shadow),35.2,645,ground,flying,129.6,92.6,105,1260101,26,1279,Mud Shot,Earth Power,Rock Slide,6,5,20,100000
Urshifu (Rapid Strike),35,892,fighting,water,126.3,89.9,113,1283044,24.5,1273,Counter,Aqua Jet,Dynamic Punch,7,8,20,100000
Donphan,34.9,232,ground,none,116,106.4,117,1444061,31,1297,Mud Slap,Body Slam,Trailblaze,4,5,3,50000
Skarmory (Mega),34.9,227,steel,flying,131,114.5,83,1244959,24.5,1279,Air Slash,Brave Bird,Flash Cannon,7,8,5,75000
