Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Drifblim,66.9,426,ghost,flying,122.5,77.9,217,2070777,48.5,1594,Hex,Icy Wind,Shadow Ball,4,4,5,75000
Greninja,66.9,658,water,dark,136.3,99.1,114,1539836,39.5,1453,Water Shuriken,Hydro Cannon,Brutal Swing,3,3,3,10000
Tyranitar,66.9,248,rock,dark,119.4,102.1,112,1365363,24,1278,Dragon Breath,Brutal Swing,Stone Edge,9,14,5,75000
Ceruledge,66.6,937,fire,ghost,125.6,102.9,100,1292424,29,1279,Incinerate,Shadow Ball,Flame Charge,3,3,5,50000
Talonflame (Shadow),66.1,663,fire,flying,129.1,114.9,135,2002535,50,1612,Incinerate,Fly,Brave Bird,3,3,1,10000
Venusaur,66.1,3,grass,poison,119,119.6,120,1707888,38,1430,Vine Whip,Frenzy Plant,Sludge,6,5,3,10000
Klefki,65.8,707,steel,fairy,118.3,131.1,110,1706004,50,1425,Astonish,Foul Play,Draining Kiss,4,6,3,50000
Rapidash,65.1,78,fire,none,136.8,113.4,114,1768496,46,1560,Incinerate,Wild Charge,Drill Run,3,2,3,50000
Hydreigon,64.3,635,dark,dragon,125.2,97,107,1299451,25,1278,Dragon Breath,Brutal Swing,Fly,9,12,5,75000
Muk (Shadow),63.8,89,poison,none,112.8,108.7,144,1765636,37,1411,Poison Jab,Dark Pulse,Thunder Punch,7,6,3,50000
Incineroar,63.3,727,fire,dark,116.9,101.9,123,1465190,31.5,1310,Snarl,Brutal Swing,Blast Burn,3,4,3,10000
Sableye (Mega),63,302,dark,ghost,112.2,156.1,102,1786471,50,1420,Shadow Claw,Foul Play,Power Gem,5,7,5,75000
Morpeko (Full Belly),62.8,877,electric,dark,139.9,91.9,112,1439963,50,1420,Thunder Shock,Aura Wheel,Psychic Fangs,5,4,3,50000
Revavroom,62.8,966,steel,poison,126.5,98.4,110,1369236,32,1320,Metal Sound,Gunk Shot,Gyro Ball,10,7,3,50000
Houndoom,62.5,229,dark,fire,136.9,95.5,117,1529652,39.5,1451,Incinerate,Foul Play,Flamethrower,2,3,3,50000
Golbat (Shadow),62.3,42,poison,flying,118.9,111.5,132,1749970,50,1445,Wing Attack,Air Cutter,Poison Fang,5,5,1,10000
Malamar (Shadow),62.3,687,dark,psychic,122.3,120.3,145,2133340,50,1616,Psywave,Foul Play,Superpower,10,10,3,50000
Samurott (Hisuian),62,503,water,dark,126.4,95.1,126,1514601,35.5,1385,Fury Cutter,Icy Wind,Dark Pulse,12,12,3,10000
Dusknoir (Shadow),61.7,477,ghost,none,122.5,177.7,95,2067984,48.5,1592,Astonish,Dynamic Punch,Shadow Punch,5,4,3,50000
Tyranitar (Mega),61.7,248,rock,dark,123.3,114.7,93,1315253,17,1278,Dragon Breath,Brutal Swing,Stone Edge,9,14,5,75000
Tyranitar (Shadow),61.5,248,rock,dark,119.4,102.1,112,1365363,24,1278,Dragon Breath,Brutal Swing,Stone Edge,9,14,5,75000
Amoonguss,61.2,591,grass,poison,114.9,104.1,178,2129074,50,1565,Astonish,Foul Play,Sludge Bomb,4,5,3,50000
Arbok,61.2,24,poison,none,123,113.5,114,1591497,50,1404,Acid,Brutal Swing,Wrap,5,6,3,50000
Bombirdier,61.2,962,flying,dark,129.5,118.6,119,1827685,45,1544,Sucker Punch,Drill Run,Rock Tomb,6,8,5,75000
Qwilfish,61.2,211,water,poison,134.5,103.4,120,1668876,50,1499,Poison Sting,Aqua Tail,Shadow Ball,4,6,3,50000
Seviper,61.2,336,poison,none,142.6,89.9,129,1653746,50,1539,Poison Jab,Poison Fang,Wrap,6,7,3,50000
Yveltal,61,717,dark,flying,120.1,94.1,120,1356169,24.5,1277,Sucker Punch,Dark Pulse,Oblivion Wing,7,8,20,100000
Weezing,60.7,110,poison,none,123,142.5,119,2085773,49.5,1607,Rollout,Sludge Bomb,Shadow Ball,4,4,3,50000
Wigglytuff,60.7,40,normal,fairy,115.6,71,209,1715388,50,1408,Charm,Disarming Voice,Icy Wind,6,6,1,10000
Sandslash (Shadow),60.2,28,ground,none,125.1,126.4,131,2071456,49.5,1609,Sand Attack,Rock Tomb,Bulldoze,13,14,3,50000
Gourgeist (Super),60,711,ghost,grass,113.1,130.8,128,1893565,40.5,1468,Incinerate,Shadow Ball,Seed Bomb,3,2,5,75000
Spiritomb,60,442,ghost,dark,124.3,144.6,102,1833326,50,1515,Sucker Punch,Rock Tomb,Shadow Ball,8,8,5,75000
Obstagoon,59.7,862,dark,normal,111.2,126.3,136,1910060,40,1460,Counter,Night Slash,Cross Chop,6,6,3,10000
Slowking (Galarian),59.2,199,poison,psychic,115,115.6,135,1794690,38.5,1438,Acid,Surf,Shadow Ball,6,7,3,50000
Araquanid,58.9,752,water,bug,95.3,158.1,124,1868299,50,1335,Infestation,Water Pulse,Mirror Coat,5,4,3,50000
Giratina (Altered) (Shadow),58.9,487,ghost,dragon,98.3,116.7,144,1651912,27,1278,Dragon Breath,Dragon Claw,Shadow Force,13,17,20,100000
Gourgeist (Large),58.9,711,ghost,grass,116,140.1,123,1998947,44,1526,Incinerate,Shadow Ball,Seed Bomb,3,2,5,75000
Tapu Bulu,58.9,787,grass,fairy,126.1,110.7,92,1284253,27,1275,Bullet Seed,Grass Knot,Nature's Madness,4,4,20,100000
Gyarados (Mega),58.7,130,water,dark,124.9,107.6,97,1303606,19.5,1279,Waterfall,Aqua Tail,Crunch,4,5,1,10000
Durant,58.4,632,bug,steel,132.7,121.9,98,1585261,39.5,1454,Metal Claw,Iron Head,X-Scissor,8,6,3,50000
Escavalier (Shadow),58.4,589,bug,steel,125.6,111.7,103,1445041,33.5,1349,Bug Bite,Drill Run,Razor Shell,14,12,3,50000
Salazzle,58.4,758,poison,fire,148.3,91.3,116,1570616,44,1530,Incinerate,Poison Fang,Dragon Pulse,2,3,3,50000
Carbink,58.2,703,rock,fairy,74.3,202.7,102,1536182,50,1072,Rock Throw,Rock Slide,Moonblast,9,10,5,75000
Diancie (Mega),58.2,719,rock,fairy,152.3,107.7,64,1049773,20.5,1273,Rock Throw,Rock Slide,Moonblast,9,10,20,100000
Golurk,58.2,623,ground,ghost,127.8,94.4,123,1483911,35,1378,Mud Slap,Shadow Punch,Earth Power,4,5,5,75000
Scrafty,57.9,560,dark,fighting,117.7,157.3,119,2203191,49.5,1609,Counter,Foul Play,Thunder Punch,7,7,3,50000
Krookodile,57.1,553,ground,dark,122.5,90,120,1323000,30,1277,Mud Slap,Crunch,Sand Tomb,5,5,5,75000
Bisharp,56.9,625,dark,steel,132.5,107.2,99,1406196,34.5,1367,Snarl,Dark Pulse,Iron Head,4,4,5,75000
Grimmsnarl,56.9,861,dark,fairy,129.3,85.8,128,1420024,34,1358,Sucker Punch,Foul Play,Draining Kiss,6,8,5,50000
Marowak (Alolan),56.6,105,fire,ghost,107.4,135.8,114,1662681,50,1342,Hex,Bone Club,Shadow Bone,3,4,3,50000
Camerupt (Shadow),56.1,323,fire,ground,141.2,102,126,1814702,50,1603,Incinerate,Earth Power,Rock Tomb,3,3,3,50000
Obstagoon (Shadow),55.8,862,dark,normal,111.2,126.3,136,1910060,40,1460,Counter,Cross Chop,Night Slash,6,6,3,10000
Lokix,55.6,920,bug,dark,138.3,104.7,124,1795521,47.5,1579,Sucker Punch,X-Scissor,Trailblaze,6,7,1,50000
Charizard,55.3,6,fire,flying,126.5,103.6,111,1454699,34,1359,Dragon Breath,Blast Burn,Air Cutter,13,10,3,10000
Vespiquen,55.3,416,bug,flying,110.8,138.5,126,1933571,50,1466,Fury Cutter,Power Gem,X-Scissor,13,10,3,50000
Houndstone,55.1,972,ghost,none,121.1,133.9,120,1945835,44.5,1538,Bite,Shadow Ball,Psychic Fangs,13,9,3,50000
Mightyena,55.1,262,dark,none,125.7,99.3,126,1572733,50,1408,Sucker Punch,Crunch,Poison Fang,7,6,1,10000
Typhlosion (Shadow),55.1,157,fire,none,126.5,103.6,111,1454699,34,1359,Incinerate,Blast Burn,Thunder Punch,3,2,3,10000
Venusaur (Mega),55.1,3,grass,poison,117.1,122.3,97,1389169,25,1278,Vine Whip,Sludge,Frenzy Plant,5,6,3,10000
Giratina (Origin),54.8,487,ghost,dragon,110.4,96,140,1483776,25,1279,Shadow Claw,Shadow Ball,Dragon Pulse,7,7,20,100000
Golurk (Shadow),54.8,623,ground,ghost,127.8,94.4,123,1483911,35,1378,Mud Slap,Shadow Punch,Earth Power,4,5,5,75000
Rapidash (Galarian),54.6,78,psychic,fairy,136.8,113.4,114,1768496,46,1560,Fairy Wind,Body Slam,Wild Charge,5,5,3,50000
Crawdaunt,54.3,342,water,dark,146.2,100.6,110,1617849,45,1544,Waterfall,Night Slash,Crabhammer,4,5,3,50000
Gardevoir (Shadow),54.3,282,psychic,fairy,125.6,108.5,95,1294622,29.5,1278,Confusion,Triple Axel,Shadow Ball,4,4,5,75000
Granbull (Shadow),54.3,210,fairy,none,134.6,90.3,138,1677304,42.5,1504,Charm,Close Combat,Crunch,6,6,3,50000
Delphox,54.1,655,fire,psychic,123.5,107.7,101,1343396,30.5,1289,Scratch,Psyshock,Blast Burn,10,13,3,10000
Hydreigon (Shadow),54.1,635,dark,dragon,125.2,97,107,1299451,25,1278,Dragon Breath,Brutal Swing,Fly,9,12,5,75000
Rapidash (Shadow),54.1,78,fire,none,136.8,113.4,114,1768496,46,1560,Incinerate,Wild Charge,Drill Run,3,2,3,50000
Whimsicott,54.1,547,grass,fairy,121,129.1,114,1780805,50,1472,Fairy Wind,Moonblast,Seed Bomb,6,5,1,10000
Samurott (Shadow),53.8,503,water,none,123,97.4,130,1557426,35.5,1385,Fury Cutter,Hydro Cannon,Megahorn,10,14,3,10000
Gourgeist (Small),53.5,711,ghost,grass,123.7,157.3,107,2082007,49.5,1609,Incinerate,Shadow Ball,Seed Bomb,3,2,5,75000
Amoonguss (Shadow),53.3,591,grass,poison,114.9,104.1,178,2129074,50,1565,Astonish,Foul Play,Sludge Bomb,4,5,3,50000
Blaziken,53.3,257,fire,fighting,136.5,86.9,113,1340389,34,1357,Ember,Aura Sphere,Blaze Kick,5,4,3,10000
Venomoth,53.3,49,bug,poison,131.1,106.8,126,1764186,50,1522,Infestation,Poison Fang,Silver Wind,4,4,3,50000
Arbok (Shadow),52.8,24,poison,none,123,113.5,114,1591497,50,1404,Acid,Brutal Swing,Wrap,5,6,3,50000
Enamorus (Therian),52.5,905,fairy,flying,127.1,107.3,94,1281956,27,1278,Fairy Wind,Mystical Fire,Moonblast,5,6,20,100000
Granbull,52.5,210,fairy,none,134.6,90.3,138,1677304,42.5,1504,Charm,Close Combat,Crunch,6,6,3,50000
Armaldo,52.3,348,rock,bug,127,104.8,109,1450746,34,1358,Fury Cutter,Rock Blast,Liquidation,10,12,3,50000
Gardevoir,52.3,282,psychic,fairy,125.6,108.5,95,1294622,29.5,1278,Confusion,Triple Axel,Shadow Ball,4,4,5,75000
Genesect (Shock),52.3,649,bug,steel,130.1,105.3,91,1246657,27,1275,Fury Cutter,X-Scissor,Techno Blast (Shock),10,14,20,100000
Nidoking (Shadow),52.3,34,poison,ground,128.8,105.9,126,1718630,42,1493,Poison Sting,Avalanche,Earth Power,5,6,3,50000
Dedenne,52,702,electric,fairy,121,100.7,122,1486533,50,1345,Thunder Shock,Discharge,Parabolic Charge,5,6,3,50000
Leavanny,52,542,bug,grass,128.7,110.8,120,1711195,41.5,1487,Shadow Claw,Leaf Blade,X-Scissor,5,5,1,10000
Ursaluna (Shadow),51.7,901,ground,normal,115.6,89.4,136,1405511,24,1278,Scratch,Swift,High Horsepower,9,14,3,50000
Gourgeist (Average),51.5,711,ghost,grass,119.7,151.9,117,2127344,49,1601,Incinerate,Shadow Ball,Seed Bomb,3,2,5,75000
Toxapex,51.2,748,poison,water,87.2,194.6,102,1730850,50,1232,Poison Jab,Brine,Sludge Wave,9,10,3,50000
Victreebel,51.2,71,grass,poison,137.5,97.7,132,1773255,46.5,1563,Acid,Leaf Blade,Sludge Bomb,5,7,3,50000
Charizard (Shadow),51,6,fire,flying,126.5,103.6,111,1454699,34,1359,Dragon Breath,Blast Burn,Air Cutter,13,10,3,10000
Greninja (Shadow),51,658,water,dark,136.3,99.1,114,1539836,39.5,1453,Water Shuriken,Hydro Cannon,Brutal Swing,3,3,3,10000
Vikavolt,51,738,bug,electric,133.9,88.2,103,1216428,29.5,1278,Volt Switch,X-Scissor,Fly,3,3,1,10000
Marowak (Alolan) (Shadow),50.7,105,fire,ghost,107.4,135.8,114,1662681,50,1342,Hex,Bone Club,Shadow Bone,3,4,3,50000
Tapu Koko,50.7,785,electric,fairy,131.7,99.3,94,1229314,29,1277,Volt Switch,Thunderbolt,Nature's Madness,4,4,20,100000
Xerneas,50.7,716,fairy,none,120.1,94.1,120,1356169,24.5,1277,Geomancy,Close Combat,Moonblast,4,4,20,100000
Comfey,50.2,764,fairy,none,121.6,155.4,104,1965251,50,1546,Vine Whip,Draining Kiss,Grass Knot,7,7,3,50000
Genesect,50.2,649,bug,steel,130.1,105.3,91,1246657,27,1275,Fury Cutter,X-Scissor,Techno Blast (Normal),10,14,20,100000
Mightyena (Shadow),50.2,262,dark,none,125.7,99.3,126,1572733,50,1408,Sucker Punch,Crunch,Poison Fang,7,6,1,10000
Roserade,50.2,407,grass,poison,133.5,108.1,90,1298821,32,1319,Poison Sting,Weather Ball (Fire),Leaf Storm,4,7,3,50000
Scolipede,50,545,bug,poison,134.9,122.5,110,1817778,46.5,1566,Poison Sting,Aqua Tail,Megahorn,4,7,1,10000
Galvantula,49.7,596,bug,electric,146,96.6,126,1777054,50,1612,Volt Switch,Discharge,Lunge,3,3,3,50000
Venusaur (Shadow),49.4,3,grass,poison,119,119.6,120,1707888,38,1430,Vine Whip,Sludge,Frenzy Plant,5,6,3,10000
Blaziken (Shadow),49.2,257,fire,fighting,136.5,86.9,113,1340389,34,1357,Ember,Aura Sphere,Blaze Kick,5,4,3,10000
Buzzwole,48.9,794,bug,fighting,118.1,103.3,113,1378569,26.5,1279,Counter,Superpower,Lunge,7,8,20,100000
Chandelure,48.9,609,ghost,fire,139.1,98.1,85,1159885,28,1277,Astonish,Shadow Ball,Flame Charge,5,5,5,75000
Decidueye,48.9,724,grass,ghost,124.4,112.2,115,1605133,37,1413,Astonish,Frenzy Plant,Spirit Shackle,5,4,3,10000
Pangoro,48.2,675,fighting,dark,126.3,88.4,126,1406780,33,1336,Karate Chop,Close Combat,Night Slash,5,4,3,50000
Aegislash (Shield),47.6,681,steel,ghost,75.7,193.9,114,1673318,50,1129,Psycho Cut,Shadow Ball,Gyro Ball,9,9,5,75000
Toxicroak,47.6,454,poison,fighting,137.1,94.3,133,1719494,44.5,1536,Poison Sting,Dynamic Punch,Shadow Ball,5,6,3,50000
Qwilfish (Shadow),47.4,211,water,poison,134.5,103.4,120,1668876,50,1499,Poison Sting,Aqua Tail,Shadow Ball,4,6,3,50000
Urshifu (Single Strike),47.4,892,fighting,dark,126.3,89.9,113,1283044,24.5,1273,Sucker Punch,Payback,Dynamic Punch,9,7,20,100000
Venomoth (Shadow),47.1,49,bug,poison,131.1,106.8,126,1764186,50,1522,Infestation,Poison Fang,Silver Wind,4,4,3,50000
Garbodor,46.9,569,poison,none,127.1,115.9,133,1959208,47.5,1582,Infestation,Body Slam,Seed Bomb,4,4,3,50000
Eternatus,46.6,890,poison,dragon,124.8,88,119,1306906,20,1278,Dragon Tail,Dynamax Cannon,Sludge Bomb,4,5,20,100000
Gholdengo,46.6,1000,steel,ghost,124.7,99.4,105,1301494,26,1278,Hex,Shadow Ball,Power Gem,4,4,5,10000
Scolipede (Shadow),46.6,545,bug,poison,134.9,122.5,110,1817778,46.5,1566,Poison Sting,Aqua Tail,Megahorn,4,7,1,10000
Crawdaunt (Shadow),46.4,342,water,dark,146.2,100.6,110,1617849,45,1544,Waterfall,Night Slash,Scald,4,5,3,50000
Houndoom (Shadow),46.4,229,dark,fire,136.9,95.5,117,1529652,39.5,1451,Incinerate,Foul Play,Flamethrower,2,3,3,50000
Cofagrigus (Shadow),46.1,563,ghost,none,117.7,167.4,111,2187031,49.5,1608,Shadow Claw,Shadow Ball,Energy Ball,7,6,3,50000
Galvantula (Shadow),46.1,596,bug,electric,146,96.6,126,1777054,50,1612,Volt Switch,Discharge,Lunge,3,3,3,50000
Victreebel (Shadow),45.8,71,grass,poison,137.5,97.7,132,1773255,46.5,1563,Acid,Leaf Blade,Sludge Bomb,5,7,3,50000
Charizard (Mega Y),45.6,6,fire,flying,139.8,97.4,86,1171021,20.5,1279,Ember,Blast Burn,Air Cutter,6,5,3,10000
Victreebel (Mega),45.6,71,grass,poison,131.1,95,99,1232996,26,1277,Acid,Leaf Blade,Sludge Bomb,5,7,3,50000
Mismagius,45.3,429,ghost,none,131.6,122.4,103,1659108,41,1480,Psywave,Shadow Ball,Mystical Fire,13,12,3,50000
Sinistcha,44.8,1013,grass,ghost,124.3,111.4,101,1398549,32,1319,Astonish,Shadow Ball,Energy Ball,5,5,3,50000
Trevenant,44.6,709,ghost,grass,129.2,105.9,131,1792379,43.5,1522,Shadow Claw,Shadow Ball,Seed Bomb,7,5,5,75000
